predict_date,predict_quantity
201711,225.81062143855058
201711,332.1808035395402
201711,184.04408492597307
201711,193.23577057871393
201711,177.38117174695606
201711,257.215718095765
201711,166.5783974107706
201711,98.57837966212604
201711,402.88072968592064
201711,264.9827550823788
201711,121.67310534224258
201711,3521.0291281533723
201711,128.214376660141
201711,118.25530081547411
201711,499.826838581677
201711,141.76376065561718
201711,407.31004299051443
201711,162.13891939486436
201711,244.3334349888078
201711,216.0853413116807
201711,1022.5298989046489
201711,390.6015395493052
201711,687.573165173278
201711,508.76989766596836
201711,385.6807274913173
201711,256.8713478417221
201711,407.6917539794299
201711,58.82225051825536
201711,171.56793487856982
201711,423.8382798397331
201711,363.07361062206553
201711,2785.452458581136
201711,127.52971451129098
201711,3512.6695066856173
201711,416.365422967525
201711,nan
201711,697.6390817540715
201711,574.5655503306589
201711,590.2437903014866
201711,74.21351209396121
201711,166.2416912624335
201711,90.55446090800314
201711,540.2649579458028
201711,107.26683658475075
201711,340.53238300596416
201711,163.67110449167737
201711,1026.6488538238636
201711,386.2514345430276
201711,122.74669521602986
201711,141.82814342366171
201711,1961.036987980981
201711,93.22544928120206
201711,264.78748869181067
201711,227.91426756475533
201711,2244.276216928027
201711,540.3715345654819
201711,138.56554753744803
201711,79.41572661793997
201711,nan
201711,160.59816427573205
201711,68.30352982822434
201711,118.55086673704811
201711,197.8988120602095
201711,199.53710494992163
201711,194.49485142563378
201711,510.6539477380247
201711,191.65404564376558
201711,125.60041163493827
201711,65.57037292812606
201711,467.94921369054174
201711,86.8754405005577
201711,204.80095796863023
201711,479.3486147767391
201711,144.16015111873102
201711,72.80544773198068
201711,428.37859729974326
201711,221.9496157643706
201711,459.391400513711
201711,324.5210624808966
201711,189.32173946425007
201711,249.58005796940432
201711,181.44895384243912
201711,480.20997201087124
201711,146.80255027099898
201711,407.4517840092293
201711,609.4448365432113
201711,1022.8036620008254
201711,920.3475653541713
201711,136.95774582107614
201711,282.73023569842303
201711,88.1645829285415
201711,188.9671902340592
201711,502.51906887393204
201711,106.1245934221094
201711,12.682694073919611
201711,108.69133038072424
201711,490.0157436470564
201711,659.6842871613865
201711,nan
201711,300.4450363538737
201711,238.42186313360955
201711,569.0313624692681
201711,158.99067075751952
201711,113.5970860953439
201711,186.80917049183128
201711,2569.8565291672626
201711,269.3102936430139
201711,931.5338320693804
201711,614.9667880447619
201711,887.4772514936622
201711,1138.505938647882
201711,100.87910055506912
201711,167.1630218908019
201711,123.18226040510754
201711,94.92381229422146
201711,150.5360460079793
201711,199.66172024934804
201711,133.8659779952684
201711,142.33081898618903
201711,188.46853720292438
201711,181.7921310593985
201711,157.04279153487977
201711,324.24304900268334
201711,203.32541291185797
201711,155.6448644033879
201711,361.15667005958824
201711,1485.1598486484522
201711,414.6374726737706
201711,195.8840421590207
201711,573.1978816485871
201711,703.9199426160806
201711,1397.6299655746138
201711,78.66819574378921
201711,2317.381898207476
201711,2198.8597898838334
201711,83.64998219730475
201711,105.90545779170074
201711,249.7616596412626
201711,119.36865877083474
201711,543.3933868014226
