predict_date,predict_quantity
201711,153.415381798542
201711,253.37204374052195
201711,330.26945361447133
201711,95.05137698838244
201711,260.70086426050244
201711,248.87066318910843
201711,207.7951257943797
201711,47.55168603223257
201711,364.6900998492201
201711,262.37574054034286
201711,104.28434197497359
201711,1874.7531995690592
201711,315.5135406241666
201711,206.9778945042772
201711,280.4325966950812
201711,92.20028385589636
201711,211.7346242605218
201711,149.34867590720452
201711,409.0859926231846
201711,383.2382485296384
201711,647.4916105006981
201711,474.85905471245894
201711,374.43925684909044
201711,264.24941864538
201711,268.9984508758102
201711,417.7651812525909
201711,615.6508035377725
201711,133.2336484347287
201711,123.70289023054474
201711,838.2367547735948
201711,102.07611740382085
201711,1400.3638015439342
201711,412.48634144917685
201711,2778.2377995240913
201711,549.6412151559666
201711,907.0960702253353
201711,515.2958355896548
201711,737.3858211769273
201711,795.0807412948927
201711,30.52045580339622
201711,149.92209488923567
201711,258.9452219039299
201711,407.11793088021926
201711,141.27553434438488
201711,354.1740402252346
201711,133.87157162367737
201711,574.8837760933117
201711,201.36674464806828
201711,95.71036673780044
201711,235.53009344706967
201711,1591.3529315016433
201711,95.91986054650744
201711,312.80871436773293
201711,74.7479037651105
201711,1892.4749596228978
201711,487.39958187074507
201711,319.10716234009203
201711,133.4436698405311
201711,359.70254270962005
201711,288.795188545179
201711,119.25699178270511
201711,89.40177081175264
201711,118.48796723988275
201711,425.1885041088517
201711,293.76650127760735
201711,515.6863332444963
201711,253.355592981212
201711,140.72345638423053
201711,30.553133677713305
201711,435.90544540962946
201711,50.713103646409564
201711,284.6764094295072
201711,361.1137056778961
201711,196.1182729886364
201711,101.81674640541856
201711,461.03149905667806
201711,290.1189953004941
201711,210.58376155417858
201711,246.2310637994074
201711,366.8785934628266
201711,407.6239266756387
201711,172.78654298817895
201711,448.1595263374312
201711,262.5076515670547
201711,473.38389746533653
201711,352.4431912727637
201711,1354.4309834354094
201711,605.7323451286244
201711,150.5330013092157
201711,142.5428116255538
201711,137.68712222865062
201711,215.1056580941134
201711,680.694828186688
201711,88.16672626994568
201711,348.72744559526694
201711,83.66849756188365
201711,502.62006409971264
201711,588.6584238434289
201711,268.8517133907078
201711,334.4826640739159
201711,232.7706982821496
201711,796.1776044104722
201711,170.30046417255778
201711,192.39152704282918
201711,199.8828537551281
201711,1663.2676405784287
201711,403.9726923629956
201711,1016.6053260300203
201711,608.2453645194985
201711,675.7965059731797
201711,728.6164649992947
201711,55.056061325127985
201711,86.15253721579015
201711,75.82421119844079
201711,70.23271192580773
201711,45.230029681239245
201711,256.37575094587766
201711,219.39517303714288
201711,264.1324667275121
201711,197.09868332720288
201711,316.8050478859874
201711,80.1860769807855
201711,231.80117255520653
201711,172.5338758688886
201711,229.82863380133506
201711,195.89752342570347
201711,1641.2790758270016
201711,261.3576888804478
201711,222.3029503801554
201711,489.21068360363057
201711,1019.058977698594
201711,840.9164653643496
201711,45.04892530425626
201711,645.2625842723259
201711,573.7350077527486
201711,92.11601561142413
201711,127.50861199596204
201711,197.26926758917617
201711,369.8325297870938
201711,404.94156497616143
