uniqueId/sale_date,201201,201202,201203,201204,201205,201206,201207,201208,201209,201210,201211,201212,201301,201302,201303,201304,201305,201306,201307,201308,201309,201310,201311,201312,201401,201402,201403,201404,201405,201406,201407,201408,201409,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710
1035075110916427016301830132521557,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,6,12,23,29,41,104,52,145,621,824,493,139,690,800,354,377,626,568,783,1514,470,400,336,267,423,365,307,174,157,180
1035075510916427016301720127521557,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,17,17,17,6,29,29,29,17,6,6,12,12,6,6,6,6,6,6,6,6,6,6,6,0
1035076411177427016301880142621557,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,29,29,35,6,23,6,41,6,12,23,46,52,87,139,29,35,29,23,6,6,6,6,23,0
1241405111250465016952050166521565,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,150,158,165,180
1241405111300465016952075166521565,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,23,15,15,15,23,23,23,15,30,8,23,15,38,15,23,75,188,158,135,150,128,45,98,188,203,180,150,255,210,165,105,90,173,45,15,8,0,0
1241405111300465016952185177121565,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0
1241405511250465016952040162621565,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,128,210,98,38,105,120,90,98,90,60,120,83
1254035111200521317502380184071586,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,33,41,66,74,98,90,49,74,66,90,33,41,115,90,74,25,25,74,66,66,90,172,49,82,49,74,66,25,57,33,33,41,57,16,16,16,0,0,0,0
1254035111340526617722470186071593,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,25,25,8,8,8,25,41,8,33,98,8,66,49,74,66,33,66,90,41,8,82,107,66,25,90,74,115,66,41,25,25,25,8,8,8,8,8,0,0,0
1254035111420525617762415186071602,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,230,131,156,230,139,148,156
1254035111860520318052505196071612,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,74,74,33,148,57,74,90,90,107,74,0
1254035111860520318092460191071612,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,16,25,25,25,16,41,33,33,0
1254035111860520318112440187871612,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,16,8,8,16,16,57,41,16,49,0
1254035111870526617722470193071593,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8,41,82,41,57,16,74,49,49,33,41,82,49,57,49,49,57,57,57,49,49,41,25,82,41,25,33,49,66,8,8,25,16,8,8,16,8,8,8,8,8,0
1254035111910520318052520198071612,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,33,33,8,25,8,8,16,16,0
1369160311180485014802100161521575,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,9,9,9,9,9,9,17,17,17,9,9,9,9,9,9,9,9,9,9,9,9,17,17,9,9,9,17,9,9,9,17,17,17,17,9,9,9,17,9,17,9,9,9,9,26,26,9,9,9,9,9,26,0,0
1369165111230485014802000147521575,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,51,136,162,170,213,170,298,281,221,247,264,230,94,230,255,230,230,272,102,9,9,9,9,0,0,0,0,0,0,0,0,0,0
1369165111230485014802000148521575,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,145,136,187,221,170,170,187,111,136,170,153,153,145,162
1369165111230485014802000149021575,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,17,9,9,9,9,9,17,9,9,9,17,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369165111230485014802000151021575,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369165111350485014802000149521575,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,17,9,9,9,9,9,9,9,17,26,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369165111350485014802000150021575,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,17,17,17,26,26,17,17,0,0,0,0,0
1696735511100471517802095157071547,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,57,86,219,152
