uniqueId/sale_date,201209,201210,201211,201212,201301,201309,201310,201311,201312,201401,201409,201410,201411,201412,201501,201509,201510,201511,201512,201601,201608,201609,201610,201611,201612,201709,201710
1035075110916430000000000000000000,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,41,104,52,145,621,377,626,568,783,1514,157,180
1035075510916430000000000000000000,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,17,17,17,6,12,12,6,6,6,0
1035076411177430000000000000000000,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,29,29,35,23,46,52,87,139,23,0
1241405111250470000000000000000000,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,165,180
1241405111300470000000000000000000,15,15,15,15,15,15,15,15,15,15,23,15,15,15,23,38,15,23,75,188,188,203,180,150,255,0,0
1241405111300470000000000000000000,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0
1241405511250460000000000000000000,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,128,210,120,83
1254035111200520000000000000000000,8,8,8,8,8,8,8,8,8,8,66,74,98,90,49,74,25,25,74,66,74,66,25,57,33,0,0
1254035111340530000000000000000000,8,8,8,8,8,8,8,8,8,8,8,8,8,25,41,66,33,66,90,41,74,115,66,41,25,0,0
1254035111420530000000000000000000,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,148,156
1254035111860520000000000000000000,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,74,74,0
1254035111860520000000000000000000,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,33,0
1254035111860520000000000000000000,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,49,0
1254035111870530000000000000000000,25,25,25,25,25,25,25,25,25,25,57,16,74,49,49,57,57,57,49,49,49,66,8,8,25,8,0
1254035111910520000000000000000000,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,0
1369160311180480000000000000000000,17,17,17,17,17,9,9,17,17,17,9,9,9,9,9,9,9,17,17,17,17,9,9,9,9,0,0
1369165111230490000000000000000000,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,281,221,247,264,230,102,9,9,9,9,0,0
1369165111230490000000000000000000,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,145,136,187,221,145,162
1369165111230490000000000000000000,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,17,9,9,9,17,0,0,0,0,0,0,0
1369165111230490000000000000000000,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0
1369165111350490000000000000000000,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0
1369165111350490000000000000000000,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,17,17,0,0
1696735511100470000000000000000000,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,219,152
1759623510660450000000000000000000,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,24,16,8,0
1759623510810450000000000000000000,24,24,24,24,24,24,24,24,24,24,142,63,79,1256,71,103,79,103,103,103,47,24,55,24,16,0,0
1759623510810450000000000000000000,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,111,142,245,119,111
1759623510817450000000000000000000,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0
1759625110810450000000000000000000,16,16,16,16,16,16,16,16,16,16,111,103,87,55,103,32,95,87,63,119,71,24,8,32,32,0,0
1759625110810450000000000000000000,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,79,221,340,87,126
1785293510603380000000000000000000,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0
1785293510603380000000000000000000,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,6,6,0,0
1785293510603380000000000000000000,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,268,160,143,177,182,376,165,148
1862505110840440000000000000000000,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,100,208,224,274,332,83,83
1942015110733420000000000000000000,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,378
1944506411300450000000000000000000,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,12,6,24,283,336,218,301,549,301,271
1944506411300450000000000000000000,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,35,35,35,12,12,18,12,6,0
1944506411300450000000000000000000,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0
1984272110800460000000000000000000,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,52,62,83,114,161,78,0
1984273510800450000000000000000000,16,16,16,16,16,16,16,16,16,16,16,16,16,16,57,73,114,68,151,94,57,94,125,73,156,47,99
2067655110840470000000000000000000,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,87,281,349,398,854,1261,1465,1416,1397,2377,2260,1892
2067655510840470000000000000000000,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,29,87,126,78,78,87,39,39,58,0,0
2067656411190470000000000000000000,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,68,97,155,146,194,184,126,116,146,126,87,165
2067656411190470000000000000000000,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,10,10,29,10,10,10,10,10,10,10,0,0
2099457111500510000000000000000000,15,15,15,15,15,15,15,15,15,15,114,84,53,91,182,8,15,15,8,0,0,0,0,0,0,0,0
2099457111500510000000000000000000,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,129,182,106,76,68,91,106,76,114,30,0,0
2099457111650510000000000000000000,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,38,0
2099457111650510000000000000000000,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,91,91
2099457111780500000000000000000000,8,8,8,8,8,8,8,8,8,8,213,175,205,182,350,84,30,8,8,0,0,0,0,0,0,0,0
2099457111780500000000000000000000,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,296,289,350,251,205,350,433,228,251,205,0,0
2099457111850510000000000000000000,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,99,0
2099457111850510000000000000000000,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,30,0
2099457111850510000000000000000000,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,15,0
2099457112000500000000000000000000,8,8,8,8,8,8,8,8,8,8,8,15,15,23,23,8,8,8,8,8,0,0,0,0,0,0,0
2099457112000500000000000000000000,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,30,30,30,8,38,30,23,15,30,38,0,0
2099457112000500000000000000000000,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2099457112000500000000000000000000,8,8,8,8,8,8,8,8,8,8,8,8,8,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2191955111100430000000000000000000,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,30,195,125,115,160,260,260,75,60
2191955111100430000000000000000000,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,90,70,105,35,65
2191955511100430000000000000000000,5,5,5,5,5,5,5,5,5,5,20,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2191955511100430000000000000000000,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,15,30,15,175,115,110,165,130,170,40,0
2191955511100440000000000000000000,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,95,10,0
2217955411100440000000000000000000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,364,264,164,155,273,237,300
2217956411320440000000000000000000,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,73,91,64,55,109,100,91
2217956411320440000000000000000000,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,46,18,18,9,0,0
