predict_date,class_id,predict_quantity
201711,103507,189
201711,124140,291
201711,125403,334
201711,136916,152
201711,169673,221
201711,175962,220
201711,178529,169
201711,186250,84
201711,194201,241
201711,194450,314
201711,198427,127
201711,206765,2416
201711,209945,285
201711,219195,163
201711,221795,342
201711,245609,102
201711,248352,275
201711,249875,151
201711,250658,293
201711,265980,471
201711,270690,818
201711,281301,600
201711,281792,373
201711,289386,311
201711,289403,303
201711,290854,403
201711,291086,380
201711,291514,96
201711,302513,110
201711,304458,622
201711,308913,135
201711,321683,2114
201711,340175,246
201711,347384,2646
201711,348641,412
201711,349023,959
201711,350259,653
201711,354068,941
201711,356986,632
201711,359378,16
201711,360648,151
201711,376193,134
201711,378356,429
201711,378536,106
201711,379265,274
201711,379876,143
201711,384924,722
201711,392593,242
201711,395234,83
201711,401052,207
201711,409854,2007
201711,412240,90
201711,416749,316
201711,417803,62
201711,425432,1567
201711,436105,468
201711,437063,260
201711,437598,147
201711,453752,388
201711,468392,246
201711,472603,146
201711,475895,76
201711,481950,153
201711,482497,343
201711,492952,266
201711,496459,486
201711,501564,255
201711,510309,174
201711,516750,33
201711,526401,408
201711,527765,37
201711,527809,311
201711,540712,398
201711,559132,227
201711,560265,94
201711,569154,390
201711,576298,305
201711,580470,467
201711,580634,299
201711,587678,367
201711,591790,370
201711,597927,260
201711,603972,519
201711,612523,201
201711,614059,548
201711,619401,358
201711,621073,1156
201711,628041,734
201711,649213,127
201711,651347,138
201711,651782,135
201711,653436,123
201711,654134,661
201711,671482,63
201711,682651,457
201711,683364,63
201711,687270,464
201711,692703,588
201711,693436,252
201711,713651,386
201711,714150,254
201711,714152,732
201711,714860,222
201711,725137,135
201711,732758,329
201711,735971,3040
201711,736094,256
201711,739296,857
201711,741152,681
201711,743957,641
201711,745137,929
201711,750340,38
201711,760412,80
201711,786351,92
201711,789290,71
201711,810398,49
201711,815230,202
201711,819061,179
201711,842246,207
201711,851857,258
201711,854079,359
201711,854548,109
201711,861459,233
201711,871642,179
201711,872180,164
201711,883691,283
201711,890189,1395
201711,905061,138
201711,905745,176
201711,914348,668
201711,923841,725
201711,924154,1030
201711,948936,41
201711,950264,890
201711,953842,770
201711,961362,106
201711,961962,123
201711,963845,245
201711,973106,238
201711,978089,405
