predict_date,class_id,predict_quantity
201711,103507,191
201711,124140,293
201711,125403,337
201711,136916,154
201711,169673,224
201711,175962,222
201711,178529,170
201711,186250,85
201711,194201,244
201711,194450,317
201711,198427,128
201711,206765,2440
201711,209945,287
201711,219195,165
201711,221795,347
201711,245609,103
201711,248352,278
201711,249875,153
201711,250658,295
201711,265980,473
201711,270690,832
201711,281301,603
201711,281792,375
201711,289386,318
201711,289403,306
201711,290854,406
201711,291086,387
201711,291514,97
201711,302513,111
201711,304458,630
201711,308913,136
201711,321683,2136
201711,340175,249
201711,347384,2682
201711,348641,417
201711,349023,969
201711,350259,665
201711,354068,949
201711,356986,638
201711,359378,16
201711,360648,153
201711,376193,136
201711,378356,434
201711,378536,107
201711,379265,279
201711,379876,144
201711,384924,724
201711,392593,245
201711,395234,84
201711,401052,209
201711,409854,2029
201711,412240,91
201711,416749,320
201711,417803,63
201711,425432,1585
201711,436105,470
201711,437063,263
201711,437598,149
201711,453752,392
201711,468392,249
201711,472603,147
201711,475895,77
201711,481950,154
201711,482497,345
201711,492952,268
201711,496459,491
201711,501564,257
201711,510309,174
201711,516750,33
201711,526401,414
201711,527765,37
201711,527809,314
201711,540712,402
201711,559132,229
201711,560265,96
201711,569154,395
201711,576298,308
201711,580470,474
201711,580634,302
201711,587678,372
201711,591790,373
201711,597927,260
201711,603972,524
201711,612523,202
201711,614059,554
201711,619401,362
201711,621073,1166
201711,628041,743
201711,649213,127
201711,651347,138
201711,651782,138
201711,653436,125
201711,654134,671
201711,671482,64
201711,682651,460
201711,683364,64
201711,687270,470
201711,692703,594
201711,693436,255
201711,713651,388
201711,714150,257
201711,714152,741
201711,714860,223
201711,725137,137
201711,732758,332
201711,735971,3093
201711,736094,259
201711,739296,869
201711,741152,687
201711,743957,648
201711,745137,941
201711,750340,38
201711,760412,80
201711,786351,94
201711,789290,71
201711,810398,50
201711,815230,203
201711,819061,185
201711,842246,210
201711,851857,261
201711,854079,363
201711,854548,110
201711,861459,236
201711,871642,180
201711,872180,165
201711,883691,286
201711,890189,1405
201711,905061,139
201711,905745,178
201711,914348,683
201711,923841,731
201711,924154,1038
201711,948936,42
201711,950264,897
201711,953842,777
201711,961362,107
201711,961962,124
201711,963845,249
201711,973106,241
201711,978089,412
