predict_date,class_id,predict_quantity
201711,103507,199
201711,124140,300
201711,125403,176
201711,136916,186
201711,169673,167
201711,175962,267
201711,178529,156
201711,186250,89
201711,194201,433
201711,194450,301
201711,198427,106
201711,206765,2305
201711,209945,110
201711,219195,141
201711,221795,421
201711,245609,136
201711,248352,299
201711,249875,151
201711,250658,203
201711,265980,228
201711,270690,620
201711,281301,399
201711,281792,534
201711,289386,494
201711,289403,298
201711,290854,229
201711,291086,339
201711,291514,52
201711,302513,191
201711,304458,417
201711,308913,156
201711,321683,2379
201711,340175,125
201711,347384,3263
201711,348641,390
201711,349023,1055
201711,350259,646
201711,354068,526
201711,356986,520
201711,359378,71
201711,360648,179
201711,376193,104
201711,378356,459
201711,378536,111
201711,379265,339
201711,379876,158
201711,384924,866
201711,392593,216
201711,395234,110
201711,401052,148
201711,409854,1839
201711,412240,76
201711,416749,228
201711,417803,131
201711,425432,2013
201711,436105,483
201711,437063,107
201711,437598,81
201711,453752,221
201711,468392,168
201711,472603,92
201711,475895,110
201711,481950,174
201711,482497,192
201711,492952,176
201711,496459,422
201711,501564,171
201711,510309,103
201711,516750,61
201711,526401,449
201711,527765,72
201711,527809,177
201711,540712,375
201711,559132,126
201711,560265,82
201711,569154,389
201711,576298,207
201711,580470,473
201711,580634,276
201711,587678,200
201711,591790,212
201711,597927,157
201711,603972,438
201711,612523,125
201711,614059,363
201711,619401,418
201711,621073,1157
201711,628041,820
201711,649213,119
201711,651347,254
201711,651782,88
201711,653436,180
201711,654134,562
201711,671482,98
201711,682651,307
201711,683364,96
201711,687270,465
201711,692703,611
201711,693436,153
201711,713651,214
201711,714150,218
201711,714152,491
201711,714860,162
201711,725137,94
201711,732758,179
201711,735971,2189
201711,736094,255
201711,739296,882
201711,741152,654
201711,743957,732
201711,745137,925
201711,750340,104
201711,760412,73
201711,786351,116
201711,789290,92
201711,810398,127
201711,815230,199
201711,819061,118
201711,842246,133
201711,851857,180
201711,854079,177
201711,854548,133
201711,861459,274
201711,871642,183
201711,872180,129
201711,883691,283
201711,890189,1395
201711,905061,396
201711,905745,195
201711,914348,566
201711,923841,670
201711,924154,1330
201711,948936,86
201711,950264,1397
201711,953842,1201
201711,961362,76
201711,961962,100
201711,963845,222
201711,973106,117
201711,978089,465
