predict_date,class_id,predict_quantity
201711,103507,184
201711,124140,266
201711,125403,164
201711,136916,169
201711,169673,151
201711,175962,243
201711,178529,152
201711,186250,84
201711,194201,379
201711,194450,277
201711,198427,103
201711,206765,2137
201711,209945,103
201711,219195,129
201711,221795,387
201711,245609,125
201711,248352,267
201711,249875,143
201711,250658,188
201711,265980,207
201711,270690,606
201711,281301,339
201711,281792,497
201711,289386,452
201711,289403,279
201711,290854,213
201711,291086,326
201711,291514,50
201711,302513,171
201711,304458,383
201711,308913,142
201711,321683,2216
201711,340175,113
201711,347384,2932
201711,348641,347
201711,349023,970
201711,350259,588
201711,354068,476
201711,356986,478
201711,359378,64
201711,360648,162
201711,376193,90
201711,378356,428
201711,378536,105
201711,379265,314
201711,379876,136
201711,384924,768
201711,392593,196
201711,395234,102
201711,401052,139
201711,409854,1697
201711,412240,70
201711,416749,207
201711,417803,117
201711,425432,1898
201711,436105,437
201711,437063,97
201711,437598,75
201711,453752,198
201711,468392,149
201711,472603,86
201711,475895,98
201711,481950,155
201711,482497,179
201711,492952,156
201711,496459,387
201711,501564,151
201711,510309,98
201711,516750,55
201711,526401,397
201711,527765,68
201711,527809,162
201711,540712,347
201711,559132,110
201711,560265,81
201711,569154,359
201711,576298,187
201711,580470,414
201711,580634,253
201711,587678,168
201711,591790,204
201711,597927,149
201711,603972,416
201711,612523,115
201711,614059,337
201711,619401,400
201711,621073,1102
201711,628041,767
201711,649213,110
201711,651347,239
201711,651782,80
201711,653436,171
201711,654134,526
201711,671482,93
201711,682651,285
201711,683364,87
201711,687270,417
201711,692703,553
201711,693436,144
201711,713651,195
201711,714150,193
201711,714152,429
201711,714860,142
201711,725137,91
201711,732758,170
201711,735971,2048
201711,736094,232
201711,739296,838
201711,741152,581
201711,743957,693
201711,745137,885
201711,750340,96
201711,760412,69
201711,786351,107
201711,789290,81
201711,810398,115
201711,815230,169
201711,819061,100
201711,842246,120
201711,851857,164
201711,854079,163
201711,854548,122
201711,861459,254
201711,871642,160
201711,872180,127
201711,883691,263
201711,890189,1311
201711,905061,363
201711,905745,193
201711,914348,507
201711,923841,649
201711,924154,1214
201711,948936,75
201711,950264,1270
201711,953842,1091
201711,961362,74
201711,961962,83
201711,963845,213
201711,973106,110
201711,978089,409
