predict_date,class_id,predict_quantity
201711,103507,200
201711,124140,285
201711,125403,175
201711,136916,180
201711,169673,163
201711,175962,258
201711,178529,161
201711,186250,89
201711,194201,406
201711,194450,299
201711,198427,110
201711,206765,2302
201711,209945,109
201711,219195,137
201711,221795,423
201711,245609,132
201711,248352,284
201711,249875,153
201711,250658,202
201711,265980,220
201711,270690,649
201711,281301,364
201711,281792,522
201711,289386,501
201711,289403,296
201711,290854,229
201711,291086,348
201711,291514,54
201711,302513,185
201711,304458,413
201711,308913,152
201711,321683,2408
201711,340175,122
201711,347384,3132
201711,348641,372
201711,349023,1023
201711,350259,642
201711,354068,506
201711,356986,515
201711,359378,68
201711,360648,173
201711,376193,96
201711,378356,458
201711,378536,114
201711,379265,338
201711,379876,148
201711,384924,832
201711,392593,209
201711,395234,110
201711,401052,149
201711,409854,1822
201711,412240,75
201711,416749,222
201711,417803,126
201711,425432,2032
201711,436105,473
201711,437063,105
201711,437598,79
201711,453752,211
201711,468392,160
201711,472603,90
201711,475895,107
201711,481950,166
201711,482497,193
201711,492952,165
201711,496459,418
201711,501564,161
201711,510309,104
201711,516750,58
201711,526401,421
201711,527765,72
201711,527809,173
201711,540712,365
201711,559132,117
201711,560265,86
201711,569154,388
201711,576298,200
201711,580470,445
201711,580634,270
201711,587678,177
201711,591790,215
201711,597927,157
201711,603972,449
201711,612523,123
201711,614059,365
201711,619401,423
201711,621073,1145
201711,628041,806
201711,649213,118
201711,651347,243
201711,651782,88
201711,653436,184
201711,654134,559
201711,671482,99
201711,682651,305
201711,683364,92
201711,687270,448
201711,692703,599
201711,693436,155
201711,713651,212
201711,714150,206
201711,714152,471
201711,714860,150
201711,725137,97
201711,732758,177
201711,735971,2222
201711,736094,252
201711,739296,891
201711,741152,626
201711,743957,733
201711,745137,936
201711,750340,102
201711,760412,74
201711,786351,114
201711,789290,85
201711,810398,124
201711,815230,182
201711,819061,116
201711,842246,130
201711,851857,170
201711,854079,175
201711,854548,133
201711,861459,274
201711,871642,173
201711,872180,137
201711,883691,279
201711,890189,1405
201711,905061,390
201711,905745,206
201711,914348,546
201711,923841,695
201711,924154,1313
201711,948936,80
201711,950264,1342
201711,953842,1144
201711,961362,80
201711,961962,89
201711,963845,225
201711,973106,119
201711,978089,444
