predict_date,class_id,predict_quantity
201711,103507,195
201711,124140,271
201711,125403,166
201711,136916,173
201711,169673,155
201711,175962,247
201711,178529,153
201711,186250,86
201711,194201,384
201711,194450,290
201711,198427,108
201711,206765,2222
201711,209945,105
201711,219195,130
201711,221795,403
201711,245609,126
201711,248352,269
201711,249875,144
201711,250658,193
201711,265980,212
201711,270690,616
201711,281301,347
201711,281792,498
201711,289386,487
201711,289403,285
201711,290854,218
201711,291086,331
201711,291514,51
201711,302513,176
201711,304458,393
201711,308913,145
201711,321683,2325
201711,340175,117
201711,347384,2996
201711,348641,361
201711,349023,995
201711,350259,617
201711,354068,484
201711,356986,492
201711,359378,65
201711,360648,163
201711,376193,91
201711,378356,440
201711,378536,108
201711,379265,320
201711,379876,141
201711,384924,808
201711,392593,200
201711,395234,105
201711,401052,142
201711,409854,1738
201711,412240,71
201711,416749,216
201711,417803,120
201711,425432,1926
201711,436105,451
201711,437063,100
201711,437598,78
201711,453752,202
201711,468392,154
201711,472603,87
201711,475895,102
201711,481950,159
201711,482497,183
201711,492952,159
201711,496459,401
201711,501564,153
201711,510309,99
201711,516750,56
201711,526401,398
201711,527765,69
201711,527809,165
201711,540712,352
201711,559132,113
201711,560265,82
201711,569154,366
201711,576298,192
201711,580470,429
201711,580634,261
201711,587678,175
201711,591790,205
201711,597927,150
201711,603972,429
201711,612523,117
201711,614059,348
201711,619401,406
201711,621073,1095
201711,628041,762
201711,649213,112
201711,651347,231
201711,651782,84
201711,653436,174
201711,654134,535
201711,671482,94
201711,682651,294
201711,683364,87
201711,687270,424
201711,692703,568
201711,693436,148
201711,713651,203
201711,714150,196
201711,714152,444
201711,714860,143
201711,725137,92
201711,732758,172
201711,735971,2156
201711,736094,240
201711,739296,850
201711,741152,601
201711,743957,699
201711,745137,893
201711,750340,98
201711,760412,71
201711,786351,108
201711,789290,82
201711,810398,118
201711,815230,174
201711,819061,115
201711,842246,123
201711,851857,163
201711,854079,167
201711,854548,126
201711,861459,261
201711,871642,167
201711,872180,130
201711,883691,271
201711,890189,1340
201711,905061,370
201711,905745,197
201711,914348,518
201711,923841,663
201711,924154,1252
201711,948936,76
201711,950264,1297
201711,953842,1100
201711,961362,76
201711,961962,86
201711,963845,219
201711,973106,112
201711,978089,427
