predict_date,class_id,predict_quantity
201711,103507,204
201711,124140,294
201711,125403,174
201711,136916,186
201711,169673,166
201711,175962,256
201711,178529,163
201711,186250,92
201711,194201,425
201711,194450,313
201711,198427,113
201711,206765,2352
201711,209945,110
201711,219195,140
201711,221795,420
201711,245609,133
201711,248352,284
201711,249875,154
201711,250658,207
201711,265980,230
201711,270690,661
201711,281301,383
201711,281792,524
201711,289386,506
201711,289403,308
201711,290854,231
201711,291086,350
201711,291514,54
201711,302513,188
201711,304458,425
201711,308913,153
201711,321683,2436
201711,340175,125
201711,347384,3285
201711,348641,378
201711,349023,1063
201711,350259,660
201711,354068,525
201711,356986,529
201711,359378,68
201711,360648,176
201711,376193,97
201711,378356,475
201711,378536,114
201711,379265,339
201711,379876,154
201711,384924,840
201711,392593,210
201711,395234,111
201711,401052,151
201711,409854,1834
201711,412240,75
201711,416749,231
201711,417803,132
201711,425432,2057
201711,436105,477
201711,437063,106
201711,437598,80
201711,453752,221
201711,468392,163
201711,472603,89
201711,475895,109
201711,481950,172
201711,482497,191
201711,492952,170
201711,496459,432
201711,501564,167
201711,510309,105
201711,516750,59
201711,526401,427
201711,527765,76
201711,527809,172
201711,540712,369
201711,559132,121
201711,560265,84
201711,569154,393
201711,576298,209
201711,580470,461
201711,580634,276
201711,587678,191
201711,591790,214
201711,597927,164
201711,603972,462
201711,612523,124
201711,614059,368
201711,619401,422
201711,621073,1183
201711,628041,815
201711,649213,127
201711,651347,254
201711,651782,89
201711,653436,185
201711,654134,575
201711,671482,99
201711,682651,307
201711,683364,92
201711,687270,454
201711,692703,603
201711,693436,156
201711,713651,214
201711,714150,216
201711,714152,485
201711,714860,158
201711,725137,96
201711,732758,180
201711,735971,2261
201711,736094,254
201711,739296,896
201711,741152,651
201711,743957,750
201711,745137,956
201711,750340,104
201711,760412,76
201711,786351,116
201711,789290,87
201711,810398,125
201711,815230,190
201711,819061,120
201711,842246,131
201711,851857,176
201711,854079,174
201711,854548,135
201711,861459,279
201711,871642,179
201711,872180,133
201711,883691,279
201711,890189,1416
201711,905061,386
201711,905745,211
201711,914348,553
201711,923841,706
201711,924154,1312
201711,948936,83
201711,950264,1372
201711,953842,1165
201711,961362,80
201711,961962,92
201711,963845,219
201711,973106,119
201711,978089,451
