predict_date,class_id,predict_quantity
201711,103507,195
201711,124140,271
201711,125403,167
201711,136916,173
201711,169673,154
201711,175962,255
201711,178529,154
201711,186250,85
201711,194201,401
201711,194450,281
201711,198427,110
201711,206765,2184
201711,209945,106
201711,219195,133
201711,221795,405
201711,245609,131
201711,248352,281
201711,249875,149
201711,250658,190
201711,265980,200
201711,270690,609
201711,281301,334
201711,281792,513
201711,289386,510
201711,289403,290
201711,290854,220
201711,291086,341
201711,291514,52
201711,302513,183
201711,304458,390
201711,308913,159
201711,321683,2343
201711,340175,114
201711,347384,3015
201711,348641,355
201711,349023,1004
201711,350259,598
201711,354068,472
201711,356986,489
201711,359378,71
201711,360648,167
201711,376193,89
201711,378356,445
201711,378536,110
201711,379265,332
201711,379876,142
201711,384924,808
201711,392593,208
201711,395234,108
201711,401052,140
201711,409854,1750
201711,412240,72
201711,416749,209
201711,417803,130
201711,425432,1998
201711,436105,454
201711,437063,106
201711,437598,75
201711,453752,201
201711,468392,150
201711,472603,88
201711,475895,107
201711,481950,162
201711,482497,177
201711,492952,154
201711,496459,393
201711,501564,151
201711,510309,97
201711,516750,56
201711,526401,396
201711,527765,75
201711,527809,178
201711,540712,353
201711,559132,109
201711,560265,81
201711,569154,374
201711,576298,190
201711,580470,416
201711,580634,256
201711,587678,171
201711,591790,202
201711,597927,147
201711,603972,431
201711,612523,118
201711,614059,344
201711,619401,409
201711,621073,1101
201711,628041,769
201711,649213,112
201711,651347,246
201711,651782,81
201711,653436,179
201711,654134,542
201711,671482,102
201711,682651,290
201711,683364,91
201711,687270,429
201711,692703,574
201711,693436,153
201711,713651,201
201711,714150,195
201711,714152,439
201711,714860,141
201711,725137,93
201711,732758,165
201711,735971,2042
201711,736094,240
201711,739296,854
201711,741152,603
201711,743957,710
201711,745137,911
201711,750340,105
201711,760412,76
201711,786351,110
201711,789290,86
201711,810398,125
201711,815230,173
201711,819061,112
201711,842246,121
201711,851857,161
201711,854079,159
201711,854548,130
201711,861459,263
201711,871642,168
201711,872180,130
201711,883691,270
201711,890189,1343
201711,905061,394
201711,905745,200
201711,914348,496
201711,923841,664
201711,924154,1259
201711,948936,80
201711,950264,1329
201711,953842,1128
201711,961362,78
201711,961962,85
201711,963845,213
201711,973106,110
201711,978089,437
