predict_date,class_id,predict_quantity
201711,103507,199
201711,124140,280
201711,125403,172
201711,136916,179
201711,169673,161
201711,175962,258
201711,178529,157
201711,186250,88
201711,194201,400
201711,194450,301
201711,198427,109
201711,206765,2301
201711,209945,109
201711,219195,135
201711,221795,420
201711,245609,131
201711,248352,281
201711,249875,151
201711,250658,202
201711,265980,215
201711,270690,645
201711,281301,360
201711,281792,514
201711,289386,495
201711,289403,297
201711,290854,226
201711,291086,342
201711,291514,53
201711,302513,184
201711,304458,410
201711,308913,150
201711,321683,2408
201711,340175,120
201711,347384,3138
201711,348641,378
201711,349023,1020
201711,350259,643
201711,354068,506
201711,356986,518
201711,359378,67
201711,360648,171
201711,376193,95
201711,378356,456
201711,378536,113
201711,379265,332
201711,379876,148
201711,384924,838
201711,392593,207
201711,395234,109
201711,401052,148
201711,409854,1808
201711,412240,75
201711,416749,221
201711,417803,125
201711,425432,2022
201711,436105,467
201711,437063,103
201711,437598,80
201711,453752,211
201711,468392,162
201711,472603,89
201711,475895,106
201711,481950,166
201711,482497,193
201711,492952,162
201711,496459,407
201711,501564,160
201711,510309,103
201711,516750,58
201711,526401,415
201711,527765,71
201711,527809,171
201711,540712,357
201711,559132,117
201711,560265,85
201711,569154,383
201711,576298,198
201711,580470,442
201711,580634,269
201711,587678,181
201711,591790,214
201711,597927,157
201711,603972,443
201711,612523,121
201711,614059,362
201711,619401,420
201711,621073,1133
201711,628041,795
201711,649213,116
201711,651347,238
201711,651782,87
201711,653436,180
201711,654134,550
201711,671482,98
201711,682651,306
201711,683364,92
201711,687270,441
201711,692703,593
201711,693436,154
201711,713651,213
201711,714150,205
201711,714152,463
201711,714860,145
201711,725137,95
201711,732758,179
201711,735971,2202
201711,736094,249
201711,739296,886
201711,741152,630
201711,743957,727
201711,745137,912
201711,750340,102
201711,760412,74
201711,786351,114
201711,789290,84
201711,810398,119
201711,815230,182
201711,819061,117
201711,842246,127
201711,851857,168
201711,854079,174
201711,854548,132
201711,861459,269
201711,871642,174
201711,872180,135
201711,883691,275
201711,890189,1390
201711,905061,383
201711,905745,207
201711,914348,539
201711,923841,691
201711,924154,1279
201711,948936,80
201711,950264,1335
201711,953842,1123
201711,961362,79
201711,961962,89
201711,963845,223
201711,973106,116
201711,978089,444
