predict_date,class_id,predict_quantity
201711,103507,197
201711,124140,277
201711,125403,172
201711,136916,177
201711,169673,157
201711,175962,249
201711,178529,153
201711,186250,86
201711,194201,410
201711,194450,291
201711,198427,110
201711,206765,2229
201711,209945,109
201711,219195,133
201711,221795,430
201711,245609,135
201711,248352,284
201711,249875,154
201711,250658,195
201711,265980,204
201711,270690,634
201711,281301,340
201711,281792,531
201711,289386,502
201711,289403,300
201711,290854,227
201711,291086,349
201711,291514,54
201711,302513,189
201711,304458,395
201711,308913,164
201711,321683,2420
201711,340175,117
201711,347384,3079
201711,348641,369
201711,349023,981
201711,350259,615
201711,354068,486
201711,356986,496
201711,359378,73
201711,360648,169
201711,376193,91
201711,378356,448
201711,378536,112
201711,379265,339
201711,379876,146
201711,384924,806
201711,392593,210
201711,395234,112
201711,401052,143
201711,409854,1802
201711,412240,75
201711,416749,207
201711,417803,136
201711,425432,2050
201711,436105,470
201711,437063,110
201711,437598,76
201711,453752,197
201711,468392,151
201711,472603,88
201711,475895,109
201711,481950,162
201711,482497,179
201711,492952,160
201711,496459,397
201711,501564,153
201711,510309,99
201711,516750,59
201711,526401,411
201711,527765,77
201711,527809,185
201711,540712,375
201711,559132,112
201711,560265,83
201711,569154,384
201711,576298,195
201711,580470,429
201711,580634,261
201711,587678,172
201711,591790,206
201711,597927,150
201711,603972,449
201711,612523,123
201711,614059,353
201711,619401,414
201711,621073,1122
201711,628041,811
201711,649213,111
201711,651347,252
201711,651782,81
201711,653436,184
201711,654134,558
201711,671482,106
201711,682651,282
201711,683364,93
201711,687270,443
201711,692703,577
201711,693436,153
201711,713651,207
201711,714150,201
201711,714152,452
201711,714860,145
201711,725137,96
201711,732758,173
201711,735971,2162
201711,736094,249
201711,739296,885
201711,741152,598
201711,743957,697
201711,745137,935
201711,750340,108
201711,760412,80
201711,786351,111
201711,789290,89
201711,810398,132
201711,815230,177
201711,819061,96
201711,842246,124
201711,851857,164
201711,854079,164
201711,854548,134
201711,861459,271
201711,871642,163
201711,872180,134
201711,883691,263
201711,890189,1385
201711,905061,409
201711,905745,204
201711,914348,524
201711,923841,674
201711,924154,1278
201711,948936,82
201711,950264,1317
201711,953842,1171
201711,961362,83
201711,961962,88
201711,963845,217
201711,973106,113
201711,978089,457
