predict_date,class_id,predict_quantity
201711,103507,206
201711,124140,294
201711,125403,183
201711,136916,189
201711,169673,170
201711,175962,269
201711,178529,168
201711,186250,90
201711,194201,422
201711,194450,308
201711,198427,115
201711,206765,2362
201711,209945,115
201711,219195,142
201711,221795,446
201711,245609,138
201711,248352,297
201711,249875,160
201711,250658,213
201711,265980,226
201711,270690,686
201711,281301,377
201711,281792,547
201711,289386,519
201711,289403,310
201711,290854,241
201711,291086,367
201711,291514,57
201711,302513,192
201711,304458,431
201711,308913,159
201711,321683,2502
201711,340175,129
201711,347384,3279
201711,348641,388
201711,349023,1065
201711,350259,679
201711,354068,526
201711,356986,534
201711,359378,71
201711,360648,179
201711,376193,102
201711,378356,477
201711,378536,119
201711,379265,353
201711,379876,155
201711,384924,869
201711,392593,216
201711,395234,114
201711,401052,158
201711,409854,1886
201711,412240,79
201711,416749,232
201711,417803,132
201711,425432,2096
201711,436105,491
201711,437063,109
201711,437598,84
201711,453752,220
201711,468392,169
201711,472603,93
201711,475895,111
201711,481950,175
201711,482497,201
201711,492952,173
201711,496459,445
201711,501564,171
201711,510309,108
201711,516750,60
201711,526401,434
201711,527765,76
201711,527809,182
201711,540712,377
201711,559132,122
201711,560265,90
201711,569154,406
201711,576298,210
201711,580470,459
201711,580634,281
201711,587678,183
201711,591790,224
201711,597927,162
201711,603972,468
201711,612523,128
201711,614059,381
201711,619401,440
201711,621073,1156
201711,628041,849
201711,649213,123
201711,651347,258
201711,651782,91
201711,653436,192
201711,654134,584
201711,671482,104
201711,682651,317
201711,683364,97
201711,687270,464
201711,692703,625
201711,693436,161
201711,713651,221
201711,714150,215
201711,714152,492
201711,714860,156
201711,725137,101
201711,732758,186
201711,735971,2298
201711,736094,263
201711,739296,928
201711,741152,659
201711,743957,760
201711,745137,977
201711,750340,107
201711,760412,79
201711,786351,119
201711,789290,89
201711,810398,129
201711,815230,192
201711,819061,122
201711,842246,135
201711,851857,179
201711,854079,181
201711,854548,137
201711,861459,287
201711,871642,179
201711,872180,144
201711,883691,292
201711,890189,1459
201711,905061,411
201711,905745,218
201711,914348,578
201711,923841,721
201711,924154,1368
201711,948936,84
201711,950264,1404
201711,953842,1181
201711,961362,82
201711,961962,94
201711,963845,231
201711,973106,124
201711,978089,469
