predict_date,class_id,predict_quantity
201711,103507,73
201711,124140,236
201711,125403,171
201711,136916,141
201711,169673,160
201711,175962,112
201711,178529,85
201711,186250,39
201711,194201,397
201711,194450,122
201711,198427,69
201711,206765,819
201711,209945,109
201711,219195,74
201711,221795,178
201711,245609,26
201711,248352,197
201711,249875,168
201711,250658,195
201711,265980,137
201711,270690,272
201711,281301,359
201711,281792,506
201711,289386,261
201711,289403,681
201711,290854,226
201711,291086,337
201711,291514,53
201711,302513,116
201711,304458,225
201711,308913,151
201711,321683,1315
201711,340175,120
201711,347384,1591
201711,348641,148
201711,349023,499
201711,350259,307
201711,354068,156
201711,356986,289
201711,359378,67
201711,360648,112
201711,376193,94
201711,378356,355
201711,378536,55
201711,379265,333
201711,379876,46
201711,384924,521
201711,392593,180
201711,395234,107
201711,401052,144
201711,409854,1350
201711,412240,73
201711,416749,188
201711,417803,124
201711,425432,1080
201711,436105,460
201711,437063,101
201711,437598,50
201711,453752,277
201711,468392,110
201711,472603,41
201711,475895,49
201711,481950,207
201711,482497,332
201711,492952,80
201711,496459,248
201711,501564,248
201711,510309,164
201711,516750,23
201711,526401,175
201711,527765,70
201711,527809,174
201711,540712,1086
201711,559132,119
201711,560265,61
201711,569154,573
201711,576298,191
201711,580470,266
201711,580634,124
201711,587678,62
201711,591790,404
201711,597927,61
201711,603972,511
201711,612523,119
201711,614059,360
201711,619401,228
201711,621073,713
201711,628041,216
201711,649213,134
201711,651347,111
201711,651782,62
201711,653436,178
201711,654134,482
201711,671482,97
201711,682651,274
201711,683364,64
201711,687270,432
201711,692703,375
201711,693436,119
201711,713651,218
201711,714150,201
201711,714152,426
201711,714860,106
201711,725137,94
201711,732758,194
201711,735971,1002
201711,736094,239
201711,739296,635
201711,741152,295
201711,743957,466
201711,745137,424
201711,750340,57
201711,760412,73
201711,786351,83
201711,789290,83
201711,810398,33
201711,815230,174
201711,819061,64
201711,842246,125
201711,851857,148
201711,854079,208
201711,854548,131
201711,861459,265
201711,871642,68
201711,872180,135
201711,883691,235
201711,890189,1364
201711,905061,379
201711,905745,210
201711,914348,259
201711,923841,323
201711,924154,566
201711,948936,77
201711,950264,885
201711,953842,490
201711,961362,81
201711,961962,29
201711,963845,111
201711,973106,114
201711,978089,244
