predict_date,class_id,predict_quantity
201711,103507,189
201711,124140,260
201711,125403,162
201711,136916,165
201711,169673,148
201711,175962,236
201711,178529,147
201711,186250,80
201711,194201,373
201711,194450,269
201711,198427,102
201711,206765,2103
201711,209945,102
201711,219195,126
201711,221795,390
201711,245609,122
201711,248352,261
201711,249875,142
201711,250658,184
201711,265980,195
201711,270690,592
201711,281301,323
201711,281792,482
201711,289386,451
201711,289403,270
201711,290854,212
201711,291086,322
201711,291514,50
201711,302513,170
201711,304458,379
201711,308913,141
201711,321683,2191
201711,340175,111
201711,347384,2856
201711,348641,343
201711,349023,937
201711,350259,581
201711,354068,451
201711,356986,469
201711,359378,63
201711,360648,160
201711,376193,87
201711,378356,412
201711,378536,104
201711,379265,309
201711,379876,135
201711,384924,754
201711,392593,189
201711,395234,102
201711,401052,136
201711,409854,1669
201711,412240,69
201711,416749,202
201711,417803,117
201711,425432,1889
201711,436105,433
201711,437063,97
201711,437598,73
201711,453752,190
201711,468392,143
201711,472603,84
201711,475895,98
201711,481950,151
201711,482497,175
201711,492952,151
201711,496459,384
201711,501564,147
201711,510309,94
201711,516750,52
201711,526401,379
201711,527765,67
201711,527809,160
201711,540712,337
201711,559132,105
201711,560265,79
201711,569154,357
201711,576298,184
201711,580470,399
201711,580634,243
201711,587678,166
201711,591790,196
201711,597927,141
201711,603972,407
201711,612523,114
201711,614059,334
201711,619401,383
201711,621073,1036
201711,628041,766
201711,649213,107
201711,651347,240
201711,651782,78
201711,653436,169
201711,654134,515
201711,671482,92
201711,682651,274
201711,683364,85
201711,687270,411
201711,692703,546
201711,693436,143
201711,713651,192
201711,714150,188
201711,714152,422
201711,714860,135
201711,725137,89
201711,732758,160
201711,735971,1982
201711,736094,231
201711,739296,820
201711,741152,581
201711,743957,669
201711,745137,869
201711,750340,94
201711,760412,69
201711,786351,103
201711,789290,79
201711,810398,116
201711,815230,166
201711,819061,101
201711,842246,118
201711,851857,153
201711,854079,158
201711,854548,123
201711,861459,251
201711,871642,157
201711,872180,125
201711,883691,252
201711,890189,1286
201711,905061,359
201711,905745,191
201711,914348,505
201711,923841,634
201711,924154,1196
201711,948936,74
201711,950264,1203
201711,953842,1048
201711,961362,75
201711,961962,82
201711,963845,211
201711,973106,108
201711,978089,449
