predict_date,class_id,predict_quantity
201711,103507,134
201711,124140,298
201711,125403,185
201711,136916,188
201711,169673,172
201711,175962,268
201711,178529,166
201711,186250,95
201711,194201,420
201711,194450,316
201711,198427,116
201711,206765,2134
201711,209945,116
201711,219195,142
201711,221795,447
201711,245609,140
201711,248352,664
201711,249875,157
201711,250658,212
201711,265980,128
201711,270690,678
201711,281301,541
201711,281792,538
201711,289386,511
201711,289403,312
201711,290854,236
201711,291086,365
201711,291514,57
201711,302513,193
201711,304458,606
201711,308913,159
201711,321683,2178
201711,340175,128
201711,347384,3846
201711,348641,387
201711,349023,1097
201711,350259,660
201711,354068,772
201711,356986,544
201711,359378,72
201711,360648,178
201711,376193,100
201711,378356,487
201711,378536,119
201711,379265,349
201711,379876,158
201711,384924,905
201711,392593,220
201711,395234,117
201711,401052,155
201711,409854,2168
201711,412240,79
201711,416749,237
201711,417803,130
201711,425432,2028
201711,436105,488
201711,437063,110
201711,437598,85
201711,453752,220
201711,468392,169
201711,472603,95
201711,475895,111
201711,481950,175
201711,482497,200
201711,492952,172
201711,496459,437
201711,501564,170
201711,510309,109
201711,516750,62
201711,526401,446
201711,527765,74
201711,527809,180
201711,540712,363
201711,559132,123
201711,560265,91
201711,569154,402
201711,576298,210
201711,580470,469
201711,580634,285
201711,587678,189
201711,591790,223
201711,597927,168
201711,603972,469
201711,612523,127
201711,614059,382
201711,619401,447
201711,621073,1194
201711,628041,838
201711,649213,123
201711,651347,255
201711,651782,93
201711,653436,192
201711,654134,743
201711,671482,104
201711,682651,326
201711,683364,97
201711,687270,463
201711,692703,623
201711,693436,165
201711,713651,227
201711,714150,214
201711,714152,548
201711,714860,156
201711,725137,101
201711,732758,192
201711,735971,2218
201711,736094,266
201711,739296,696
201711,741152,594
201711,743957,776
201711,745137,974
201711,750340,106
201711,760412,77
201711,786351,120
201711,789290,89
201711,810398,127
201711,815230,191
201711,819061,124
201711,842246,135
201711,851857,179
201711,854079,184
201711,854548,139
201711,861459,288
201711,871642,183
201711,872180,144
201711,883691,293
201711,890189,1706
201711,905061,404
201711,905745,217
201711,914348,809
201711,923841,730
201711,924154,1374
201711,948936,82
201711,950264,1128
201711,953842,1192
201711,961362,83
201711,961962,95
201711,963845,236
201711,973106,121
201711,978089,460
