predict_date,class_id,predict_quantity
201711,103507,190
201711,124140,268
201711,125403,164
201711,136916,167
201711,169673,155
201711,175962,243
201711,178529,149
201711,186250,80
201711,194201,381
201711,194450,277
201711,198427,105
201711,206765,2169
201711,209945,104
201711,219195,124
201711,221795,397
201711,245609,124
201711,248352,269
201711,249875,144
201711,250658,190
201711,265980,203
201711,270690,591
201711,281301,327
201711,281792,490
201711,289386,533
201711,289403,270
201711,290854,217
201711,291086,333
201711,291514,52
201711,302513,172
201711,304458,384
201711,308913,145
201711,321683,2238
201711,340175,115
201711,347384,2926
201711,348641,353
201711,349023,937
201711,350259,602
201711,354068,461
201711,356986,484
201711,359378,64
201711,360648,160
201711,376193,89
201711,378356,415
201711,378536,106
201711,379265,314
201711,379876,137
201711,384924,761
201711,392593,192
201711,395234,103
201711,401052,141
201711,409854,1701
201711,412240,70
201711,416749,207
201711,417803,119
201711,425432,1947
201711,436105,445
201711,437063,100
201711,437598,72
201711,453752,193
201711,468392,148
201711,472603,83
201711,475895,99
201711,481950,155
201711,482497,180
201711,492952,153
201711,496459,391
201711,501564,153
201711,510309,95
201711,516750,53
201711,526401,391
201711,527765,68
201711,527809,163
201711,540712,346
201711,559132,111
201711,560265,82
201711,569154,366
201711,576298,188
201711,580470,406
201711,580634,248
201711,587678,164
201711,591790,203
201711,597927,145
201711,603972,417
201711,612523,118
201711,614059,342
201711,619401,385
201711,621073,1047
201711,628041,770
201711,649213,108
201711,651347,233
201711,651782,80
201711,653436,172
201711,654134,537
201711,671482,93
201711,682651,280
201711,683364,87
201711,687270,421
201711,692703,564
201711,693436,142
201711,713651,199
201711,714150,192
201711,714152,436
201711,714860,137
201711,725137,93
201711,732758,165
201711,735971,2078
201711,736094,236
201711,739296,844
201711,741152,582
201711,743957,668
201711,745137,884
201711,750340,93
201711,760412,70
201711,786351,101
201711,789290,82
201711,810398,122
201711,815230,170
201711,819061,118
201711,842246,121
201711,851857,156
201711,854079,168
201711,854548,125
201711,861459,258
201711,871642,158
201711,872180,127
201711,883691,249
201711,890189,1311
201711,905061,362
201711,905745,197
201711,914348,486
201711,923841,647
201711,924154,1231
201711,948936,76
201711,950264,1200
201711,953842,1057
201711,961362,75
201711,961962,84
201711,963845,207
201711,973106,112
201711,978089,431
