predict_date,predict_quantity
201711,191.61939000629786
201711,266.00791423086145
201711,163.3755374486569
201711,171.88565012818836
201711,150.67387181910266
201711,246.18392842447446
201711,151.34662374718138
201711,85.6278343348816
201711,380.4352928489882
201711,281.893534070147
201711,104.51885319280721
201711,2185.151297579771
201711,102.93756733049307
201711,129.23079471923862
201711,394.4365904515604
201711,126.37379420466645
201711,270.5376843770024
201711,144.40192827283832
201711,185.92758869931697
201711,208.33618433802158
201711,610.0893797683757
201711,336.1820263253217
201711,485.61266287036
201711,465.4762094140782
201711,276.4311742105558
201711,213.791693585472
201711,324.65271924992777
201711,50.9692973401354
201711,173.5649283739275
201711,385.76292122561637
201711,142.31102480909308
201711,2224.166765764411
201711,112.98563550757403
201711,2973.7917619994
201711,351.4775877600682
201711,987.0453870894055
201711,593.3212061320571
201711,476.289472605792
201711,478.19340335272244
201711,64.5017732677239
201711,164.3228706376245
201711,89.37060746117504
201711,432.92452700404624
201711,106.44288459563455
201711,315.35206711093537
201711,139.12982513212276
201711,793.1118633997254
201711,196.27266110385696
201711,103.0714762710687
201711,139.37854564793403
201711,1703.9887845877056
201711,70.14650987180703
201711,209.9801368396318
201711,117.95710328839193
201711,1917.8746262239229
201711,437.1576440623351
201711,98.07373018387352
201711,76.21626626978657
201711,198.75028522425075
201711,150.09663572316424
201711,87.48806742860376
201711,100.95671060874268
201711,155.7267304297331
201711,177.04784168627964
201711,156.5250736239297
201711,388.9483269958889
201711,150.02904267518142
201711,97.04862760173262
201711,54.877801654725104
201711,395.4478105996264
201711,68.36276970175453
201711,162.9257750459363
201711,342.8712579760345
201711,111.15364571507114
201711,81.09074107803846
201711,360.68886692948234
201711,185.94762712955978
201711,415.6031711215141
201711,251.3839989930372
201711,169.3875742793148
201711,198.70196854218617
201711,148.42391544759485
201711,418.29519052783536
201711,115.07199213278915
201711,338.4101232135299
201711,403.7651496610458
201711,1100.612532612212
201711,767.3229040960853
201711,111.67079558463509
201711,250.43475207052072
201711,81.56325268406424
201711,171.9499505153796
201711,527.340316244012
201711,93.55206670879032
201711,285.7610525449124
201711,87.47799916370946
201711,416.16660626063265
201711,556.6261780305215
201711,147.0423739286232
201711,195.00361152514267
201711,191.09815234884732
201711,429.5746393016487
201711,143.30787060175447
201711,90.77246344079536
201711,164.9204729503851
201711,2084.269645337315
201711,235.09665774513152
201711,838.6366763693826
201711,602.0996822768627
201711,691.0998502705199
201711,894.8978903270302
201711,98.44157596514364
201711,70.02021978248068
201711,108.49925999591385
201711,80.0002054942449
201711,117.49196329694917
201711,168.54044688770531
201711,102.69668196272424
201711,119.93245850852686
201711,162.76914020584493
201711,160.75995067765254
201711,124.37930283099465
201711,254.56045731069912
201711,163.97307317135093
201711,127.22625391056111
201711,267.2250918118692
201711,1304.479719322286
201711,365.52903430095154
201711,193.52835235590987
201711,494.7476780805995
201711,650.2346821556287
201711,1233.1309684926282
201711,76.39453894567895
201711,1269.426801059917
201711,1093.778201017896
201711,76.71590735836617
201711,83.23339468836804
201711,217.9500004105396
201711,110.0859994412598
201711,424.3917339085233
