predict_date,class_id,predict_quantity
201711,103507,179
201711,124140,260
201711,125403,160
201711,136916,164
201711,169673,149
201711,175962,236
201711,178529,147
201711,186250,82
201711,194201,373
201711,194450,272
201711,198427,99
201711,206765,2072
201711,209945,101
201711,219195,126
201711,221795,387
201711,245609,121
201711,248352,261
201711,249875,140
201711,250658,185
201711,265980,202
201711,270690,591
201711,281301,335
201711,281792,479
201711,289386,443
201711,289403,269
201711,290854,211
201711,291086,319
201711,291514,50
201711,302513,168
201711,304458,378
201711,308913,140
201711,321683,2175
201711,340175,112
201711,347384,2867
201711,348641,337
201711,349023,931
201711,350259,579
201711,354068,462
201711,356986,469
201711,359378,62
201711,360648,158
201711,376193,88
201711,378356,417
201711,378536,104
201711,379265,308
201711,379876,136
201711,384924,761
201711,392593,190
201711,395234,101
201711,401052,137
201711,409854,1664
201711,412240,69
201711,416749,202
201711,417803,116
201711,425432,1845
201711,436105,433
201711,437063,96
201711,437598,73
201711,453752,192
201711,468392,147
201711,472603,85
201711,475895,97
201711,481950,151
201711,482497,175
201711,492952,151
201711,496459,377
201711,501564,147
201711,510309,95
201711,516750,52
201711,526401,380
201711,527765,66
201711,527809,159
201711,540712,334
201711,559132,108
201711,560265,79
201711,569154,354
201711,576298,184
201711,580470,403
201711,580634,247
201711,587678,162
201711,591790,198
201711,597927,144
201711,603972,412
201711,612523,113
201711,614059,335
201711,619401,387
201711,621073,1051
201711,628041,738
201711,649213,109
201711,651347,221
201711,651782,79
201711,653436,168
201711,654134,510
201711,671482,91
201711,682651,278
201711,683364,84
201711,687270,411
201711,692703,545
201711,693436,141
201711,713651,193
201711,714150,189
201711,714152,428
201711,714860,137
201711,725137,89
201711,732758,162
201711,735971,2001
201711,736094,230
201711,739296,814
201711,741152,574
201711,743957,676
201711,745137,848
201711,750340,94
201711,760412,68
201711,786351,103
201711,789290,78
201711,810398,112
201711,815230,166
201711,819061,98
201711,842246,119
201711,851857,156
201711,854079,158
201711,854548,122
201711,861459,249
201711,871642,158
201711,872180,125
201711,883691,255
201711,890189,1287
201711,905061,357
201711,905745,190
201711,914348,487
201711,923841,639
201711,924154,1185
201711,948936,73
201711,950264,1220
201711,953842,1044
201711,961362,73
201711,961962,82
201711,963845,205
201711,973106,108
201711,978089,402
