predict_date,class_id,predict_quantity
201711,103507,196
201711,124140,277
201711,125403,170
201711,136916,178
201711,169673,156
201711,175962,261
201711,178529,156
201711,186250,86
201711,194201,413
201711,194450,285
201711,198427,116
201711,206765,2170
201711,209945,107
201711,219195,136
201711,221795,413
201711,245609,135
201711,248352,287
201711,249875,152
201711,250658,192
201711,265980,203
201711,270690,612
201711,281301,335
201711,281792,522
201711,289386,530
201711,289403,299
201711,290854,223
201711,291086,346
201711,291514,53
201711,302513,189
201711,304458,393
201711,308913,167
201711,321683,2397
201711,340175,115
201711,347384,3108
201711,348641,363
201711,349023,1018
201711,350259,610
201711,354068,480
201711,356986,493
201711,359378,74
201711,360648,169
201711,376193,90
201711,378356,453
201711,378536,112
201711,379265,345
201711,379876,145
201711,384924,808
201711,392593,215
201711,395234,110
201711,401052,143
201711,409854,1784
201711,412240,73
201711,416749,210
201711,417803,135
201711,425432,2045
201711,436105,458
201711,437063,112
201711,437598,75
201711,453752,201
201711,468392,153
201711,472603,88
201711,475895,109
201711,481950,162
201711,482497,178
201711,492952,159
201711,496459,401
201711,501564,154
201711,510309,98
201711,516750,59
201711,526401,407
201711,527765,79
201711,527809,188
201711,540712,364
201711,559132,113
201711,560265,84
201711,569154,379
201711,576298,191
201711,580470,423
201711,580634,261
201711,587678,169
201711,591790,203
201711,597927,151
201711,603972,441
201711,612523,122
201711,614059,348
201711,619401,417
201711,621073,1115
201711,628041,793
201711,649213,113
201711,651347,254
201711,651782,81
201711,653436,183
201711,654134,562
201711,671482,108
201711,682651,288
201711,683364,94
201711,687270,433
201711,692703,583
201711,693436,157
201711,713651,201
201711,714150,197
201711,714152,445
201711,714860,147
201711,725137,96
201711,732758,165
201711,735971,2078
201711,736094,243
201711,739296,875
201711,741152,615
201711,743957,719
201711,745137,939
201711,750340,112
201711,760412,80
201711,786351,111
201711,789290,88
201711,810398,134
201711,815230,174
201711,819061,108
201711,842246,121
201711,851857,164
201711,854079,164
201711,854548,131
201711,861459,268
201711,871642,167
201711,872180,130
201711,883691,271
201711,890189,1357
201711,905061,409
201711,905745,205
201711,914348,501
201711,923841,670
201711,924154,1288
201711,948936,83
201711,950264,1353
201711,953842,1152
201711,961362,80
201711,961962,86
201711,963845,213
201711,973106,112
201711,978089,448
