predict_date,class_id,predict_quantity
201711,103507,184
201711,124140,287
201711,125403,327
201711,136916,149
201711,169673,217
201711,175962,218
201711,178529,165
201711,186250,80
201711,194201,237
201711,194450,302
201711,198427,123
201711,206765,2279
201711,209945,278
201711,219195,158
201711,221795,330
201711,245609,99
201711,248352,274
201711,249875,149
201711,250658,285
201711,265980,446
201711,270690,792
201711,281301,570
201711,281792,364
201711,289386,330
201711,289403,292
201711,290854,394
201711,291086,380
201711,291514,94
201711,302513,107
201711,304458,609
201711,308913,131
201711,321683,2065
201711,340175,242
201711,347384,2557
201711,348641,402
201711,349023,937
201711,350259,647
201711,354068,913
201711,356986,620
201711,359378,15
201711,360648,148
201711,376193,131
201711,378356,413
201711,378536,104
201711,379265,271
201711,379876,141
201711,384924,691
201711,392593,239
201711,395234,82
201711,401052,203
201711,409854,1976
201711,412240,88
201711,416749,307
201711,417803,61
201711,425432,1529
201711,436105,457
201711,437063,255
201711,437598,143
201711,453752,384
201711,468392,240
201711,472603,140
201711,475895,75
201711,481950,148
201711,482497,333
201711,492952,256
201711,496459,485
201711,501564,250
201711,510309,166
201711,516750,31
201711,526401,393
201711,527765,36
201711,527809,303
201711,540712,389
201711,559132,223
201711,560265,94
201711,569154,383
201711,576298,299
201711,580470,451
201711,580634,291
201711,587678,357
201711,591790,362
201711,597927,248
201711,603972,501
201711,612523,196
201711,614059,538
201711,619401,346
201711,621073,1116
201711,628041,731
201711,649213,121
201711,651347,139
201711,651782,130
201711,653436,121
201711,654134,655
201711,671482,63
201711,682651,454
201711,683364,63
201711,687270,455
201711,692703,575
201711,693436,251
201711,713651,375
201711,714150,249
201711,714152,716
201711,714860,214
201711,725137,133
201711,732758,318
201711,735971,2990
201711,736094,251
201711,739296,843
201711,741152,668
201711,743957,637
201711,745137,907
201711,750340,37
201711,760412,78
201711,786351,90
201711,789290,69
201711,810398,49
201711,815230,197
201711,819061,187
201711,842246,203
201711,851857,250
201711,854079,358
201711,854548,107
201711,861459,229
201711,871642,176
201711,872180,160
201711,883691,277
201711,890189,1361
201711,905061,135
201711,905745,172
201711,914348,652
201711,923841,716
201711,924154,1007
201711,948936,40
201711,950264,852
201711,953842,736
201711,961362,104
201711,961962,121
201711,963845,237
201711,973106,234
201711,978089,401
