predict_date,class_id,predict_quantity
201711,103507,189
201711,124140,286
201711,125403,329
201711,136916,151
201711,169673,218
201711,175962,216
201711,178529,165
201711,186250,83
201711,194201,238
201711,194450,312
201711,198427,126
201711,206765,2428
201711,209945,279
201711,219195,162
201711,221795,339
201711,245609,100
201711,248352,272
201711,249875,149
201711,250658,288
201711,265980,460
201711,270690,815
201711,281301,595
201711,281792,366
201711,289386,311
201711,289403,299
201711,290854,396
201711,291086,376
201711,291514,94
201711,302513,108
201711,304458,614
201711,308913,133
201711,321683,2105
201711,340175,243
201711,347384,2624
201711,348641,408
201711,349023,946
201711,350259,656
201711,354068,931
201711,356986,624
201711,359378,15
201711,360648,149
201711,376193,132
201711,378356,424
201711,378536,104
201711,379265,271
201711,379876,141
201711,384924,714
201711,392593,238
201711,395234,82
201711,401052,204
201711,409854,1983
201711,412240,88
201711,416749,316
201711,417803,61
201711,425432,1561
201711,436105,461
201711,437063,256
201711,437598,145
201711,453752,382
201711,468392,245
201711,472603,145
201711,475895,75
201711,481950,151
201711,482497,338
201711,492952,263
201711,496459,478
201711,501564,251
201711,510309,172
201711,516750,33
201711,526401,405
201711,527765,36
201711,527809,307
201711,540712,393
201711,559132,224
201711,560265,93
201711,569154,384
201711,576298,300
201711,580470,464
201711,580634,296
201711,587678,367
201711,591790,364
201711,597927,257
201711,603972,515
201711,612523,197
201711,614059,539
201711,619401,353
201711,621073,1149
201711,628041,721
201711,649213,126
201711,651347,134
201711,651782,135
201711,653436,121
201711,654134,653
201711,671482,62
201711,682651,451
201711,683364,63
201711,687270,457
201711,692703,582
201711,693436,249
201711,713651,381
201711,714150,251
201711,714152,724
201711,714860,219
201711,725137,133
201711,732758,325
201711,735971,3048
201711,736094,253
201711,739296,846
201711,741152,676
201711,743957,634
201711,745137,917
201711,750340,37
201711,760412,78
201711,786351,92
201711,789290,69
201711,810398,48
201711,815230,199
201711,819061,190
201711,842246,203
201711,851857,256
201711,854079,352
201711,854548,107
201711,861459,229
201711,871642,176
201711,872180,161
201711,883691,280
201711,890189,1373
201711,905061,136
201711,905745,174
201711,914348,667
201711,923841,717
201711,924154,1018
201711,948936,40
201711,950264,881
201711,953842,759
201711,961362,104
201711,961962,122
201711,963845,243
201711,973106,234
201711,978089,405
